,num_guests,quantity_prepared,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,quantity_wasted,waste_ratio,waste_per_guest,food_type_Dairy Products,food_type_Fruits,food_type_Meat,food_type_Vegetables,event_type_Corporate,event_type_Social Gathering,event_type_Wedding
1325,300,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,35,0.07777777777777778,0.11666666666666667,True,False,False,False,False,False,False
1326,400,500,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,40,0.08,0.1,True,False,False,False,True,False,False
1327,488,498,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,63,0.12650602409638553,0.1290983606557377,True,False,False,False,True,False,False
1328,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,True,False,False,False,True,False,False
1329,230,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,30,0.06,0.13043478260869565,False,False,False,True,False,True,False
1330,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,0.11428571428571428,0.16,True,False,False,False,False,False,True
1331,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,False,False,False,False
1332,208,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,False,False,False,False,True
1333,350,350,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,35,0.1,0.1,False,False,False,False,False,True,False
1334,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,0.06666666666666667,0.09090909090909091,False,False,False,False,False,True,False
1335,350,450,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,0.044444444444444446,0.05714285714285714,True,False,False,False,True,False,False
1336,240,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,20,0.044444444444444446,0.08333333333333333,True,False,False,False,False,True,False
1337,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,False,False,False,False,False,True,False
1338,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,False,False
1339,220,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
1340,400,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,0.1,0.1,True,False,False,False,True,False,False
1341,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.08888888888888889,0.11428571428571428,True,False,False,False,False,False,True
1342,250,350,Room Temperature,Occasional,All Seasons,Buffet,Rural,Moderate,20,0.05714285714285714,0.08,False,False,False,False,False,True,False
1343,350,450,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,True,False
1344,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,0.06666666666666667,0.08571428571428572,True,False,False,False,True,False,False
1345,300,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.0375,0.05,True,False,False,False,False,False,False
1346,280,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,0.07142857142857142,0.08928571428571429,True,False,False,False,False,True,False
1347,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,0.04285714285714286,0.05357142857142857,True,False,False,False,False,True,False
1348,453,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,True,False,False,False,False,False,False
1349,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,True,False,False,False,False,False,False
1350,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,True,False,False,False,True,False
1351,208,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,False,False,False,False,False
1352,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
1353,300,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.0375,0.05,True,False,False,False,True,False,False
1354,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,True,False
1355,320,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,0.075,0.09375,False,False,True,False,False,False,True
1356,300,400,Refrigerated,Regular,Summer,Buffet,Suburban,High,40,0.1,0.13333333333333333,False,False,True,False,False,False,False
1357,302,371,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,27,0.07277628032345014,0.08940397350993377,False,False,True,False,False,False,True
1358,250,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,35,0.1,0.14,False,False,True,False,False,False,True
1359,320,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,0.08333333333333333,0.125,False,True,False,False,False,True,False
1360,320,400,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,25,0.0625,0.078125,False,False,True,False,True,False,False
1361,284,443,Room Temperature,Regular,Summer,Buffet,Urban,Low,32,0.07223476297968397,0.11267605633802817,False,False,False,False,False,False,False
1362,280,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,False,True,False,False,False,True
1363,453,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,False,False,True,False,False,False,True
1364,400,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,25,0.05,0.0625,False,False,True,False,False,False,False
1365,320,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,0.075,0.09375,False,False,True,False,False,True,False
1366,434,495,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,36,0.07272727272727272,0.08294930875576037,False,False,False,True,False,False,True
1367,300,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,15,0.0375,0.05,False,False,True,False,True,False,False
1368,220,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,0.06666666666666667,0.09090909090909091,False,True,False,False,True,False,False
1369,400,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,45,0.09,0.1125,False,False,False,True,True,False,False
1370,300,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,False,False,True,False,True,False,False
1371,300,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,0.0625,0.08333333333333333,False,False,True,False,False,False,True
1372,412,478,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,38,0.0794979079497908,0.09223300970873786,False,True,False,False,False,False,False
1373,491,497,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,32,0.06438631790744467,0.06517311608961303,False,True,False,False,False,False,False
1374,300,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,20,0.05,0.06666666666666667,False,False,True,False,False,True,False
1375,270,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.1,0.14814814814814814,False,True,False,False,False,False,False
1376,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,False,True
1377,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45,0.09,0.1125,False,False,False,False,False,False,True
1378,250,350,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10,0.02857142857142857,0.04,True,False,False,False,True,False,False
1379,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,25,0.05,0.0625,False,False,False,False,True,False,False
1380,300,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,0.0375,0.05,False,False,False,True,True,False,False
1381,380,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,True,False,False,False,False,False,True
1382,320,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,35,0.0875,0.109375,True,False,False,False,True,False,False
1383,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,0.04285714285714286,0.05357142857142857,False,False,False,False,False,False,False
1384,350,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,0.044444444444444446,0.05714285714285714,False,False,False,True,False,True,False
1385,220,300,Room Temperature,Regular,Winter,Buffet,Suburban,Low,10,0.03333333333333333,0.045454545454545456,False,False,False,False,False,True,False
1386,320,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,0.0625,0.078125,True,False,False,False,False,False,True
1387,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,True,False,False,False,False,False
1388,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,0.1,0.12857142857142856,False,False,False,False,False,False,False
1389,412,478,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,38,0.0794979079497908,0.09223300970873786,False,False,False,False,True,False,False
1390,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,0.05,0.06818181818181818,False,False,False,False,False,True,False
1391,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,0.05555555555555555,0.07142857142857142,False,True,False,False,False,False,True
1392,320,400,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,True,False,False,False
1393,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,True,True,False,False
1394,250,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,0.07142857142857142,0.1,False,False,False,True,False,False,True
1395,320,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,0.075,0.09375,False,False,False,False,False,True,False
1396,429,496,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,42,0.0846774193548387,0.0979020979020979,False,True,False,False,False,True,False
1397,280,354,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,23,0.06497175141242938,0.08214285714285714,False,False,False,False,False,False,True
1398,400,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.1,0.0875,True,False,False,False,False,False,False
1399,300,400,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,0.05,0.06666666666666667,True,False,False,False,False,True,False
1400,280,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Low,15,0.03125,0.05357142857142857,True,False,False,False,False,False,True
1401,400,500,Room Temperature,Regular,Summer,Finger Food,Suburban,High,40,0.08,0.1,False,False,False,False,False,True,False
1402,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,False,False,False,False,True
1403,300,400,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,True,False,False
1404,208,282,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,0.07801418439716312,0.10576923076923077,True,False,False,False,False,False,False
1405,230,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,30,0.06,0.13043478260869565,False,False,False,True,False,True,False
1406,220,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,0.05,0.06818181818181818,True,False,False,False,False,False,False
1407,300,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,0.075,0.1,True,False,False,False,False,True,False
1408,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,True,False
1409,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,15,0.0375,0.05,False,False,False,False,False,True,False
1410,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,0.1,0.125,True,False,False,False,False,True,False
1411,208,282,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,False,False,False,True,False
1412,261,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,0.06571428571428571,0.08812260536398467,False,True,False,False,False,True,False
1413,320,480,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,0.08333333333333333,0.125,False,False,True,False,False,False,False
1414,300,400,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,0.1,0.13333333333333333,False,True,False,False,False,False,True
1415,491,497,Refrigerated,Regular,Winter,Finger Food,Rural,High,32,0.06438631790744467,0.06517311608961303,False,False,True,False,False,False,False
1416,220,300,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,0.03333333333333333,0.045454545454545456,False,False,True,False,True,False,False
1417,275,388,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,16,0.041237113402061855,0.05818181818181818,False,False,True,False,False,False,True
1418,350,450,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,0.044444444444444446,0.05714285714285714,True,False,False,False,False,True,False
1419,300,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,True,False,False
1420,320,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,True,False,False,False,False,True,False
1421,300,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,0.075,0.1,False,False,True,False,False,False,False
1422,320,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,25,0.0625,0.078125,False,False,True,False,False,False,True
1423,380,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,True,False,True,False,False
1424,442,482,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,32,0.06639004149377593,0.07239819004524888,False,False,True,False,True,False,False
1425,250,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,10,0.02857142857142857,0.04,False,False,False,False,False,False,True
1426,250,500,Room Temperature,Regular,Summer,Buffet,Urban,High,40,0.08,0.16,False,False,False,False,True,False,False
1427,300,400,Refrigerated,Regular,Winter,Buffet,Suburban,Low,20,0.05,0.06666666666666667,False,False,False,True,False,False,True
1428,250,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,0.05714285714285714,0.08,False,False,True,False,False,False,True
1429,320,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,0.075,0.09375,False,False,True,False,False,True,False
1430,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,0.05714285714285714,0.08,False,False,True,False,True,False,False
1431,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,0.1,0.12857142857142856,False,False,True,False,False,False,False
1432,380,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,0.07,0.09210526315789473,False,False,True,False,False,False,True
1433,400,500,Refrigerated,Regular,All Seasons,Finger Food,Suburban,High,40,0.08,0.1,False,False,True,False,False,False,False
1434,350,450,Room Temperature,Occasional,Winter,Finger Food,Rural,Low,20,0.044444444444444446,0.05714285714285714,False,True,False,False,True,False,False
1435,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,False,True,False,False,True
1436,350,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,10,0.022222222222222223,0.02857142857142857,False,True,False,False,False,False,True
1437,250,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,0.11428571428571428,0.16,False,True,False,False,False,False,True
1438,280,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,15,0.04285714285714286,0.05357142857142857,False,True,False,False,False,False,False
1439,400,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,True,False,False,True,False,False
1440,300,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,False,False,True,False,False,False,False
1441,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,0.05,0.06818181818181818,False,False,False,False,True,False,False
1442,320,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,0.08333333333333333,0.125,False,True,False,False,False,True,False
1443,230,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Urban,Low,20,0.04,0.08695652173913043,False,False,True,False,True,False,False
1444,453,484,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,False,False,True,False,True,False,False
1445,380,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.07,0.09210526315789473,False,True,False,False,False,False,True
1446,320,480,Room Temperature,Occasional,Winter,Buffet,Suburban,High,40,0.08333333333333333,0.125,False,False,False,True,True,False,False
1447,491,497,Refrigerated,Regular,All Seasons,Finger Food,Urban,High,32,0.06438631790744467,0.06517311608961303,False,False,True,False,False,True,False
1448,280,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,False,False
1449,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,0.05,0.0625,False,False,False,False,False,False,True
1450,450,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,30,0.06,0.06666666666666667,False,True,False,False,False,True,False
1451,220,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,True,True,False,False
1452,261,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,23,0.06571428571428571,0.08812260536398467,False,True,False,False,True,False,False
1453,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,15,0.05,0.06818181818181818,False,True,False,False,False,True,False
1454,320,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.0625,0.078125,False,False,True,False,True,False,False
1455,250,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,0.11428571428571428,0.16,True,False,False,False,False,False,True
1456,220,450,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,0.044444444444444446,0.09090909090909091,False,False,False,False,False,True,False
1457,292,470,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,0.10638297872340426,0.17123287671232876,False,False,False,False,False,False,True
1458,320,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,0.05,0.0625,True,False,False,False,True,False,False
1459,300,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,True,False,False
1460,400,500,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,False,False,False,False,True
1461,453,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,54,0.1115702479338843,0.11920529801324503,False,False,False,False,False,False,False
1462,320,400,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,False,False,False,False,True
1463,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,0.0375,0.046875,True,False,False,False,False,False,False
1464,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,0.05,0.06818181818181818,True,False,False,False,False,False,False
1465,310,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,35,0.1,0.11290322580645161,True,False,False,False,False,True,False
1466,220,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
1467,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,50,0.1,0.125,False,True,False,False,False,True,False
1468,230,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,30,0.06,0.13043478260869565,False,False,False,False,True,False,False
1469,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,False,False,False,False,False,False,False
1470,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,False,False,False,False,False,False,True
1471,397,482,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31,0.06431535269709543,0.07808564231738035,False,False,False,False,False,True,False
1472,300,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,False,False,False,False,False,True,False
1473,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,False,False,True,False
1474,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,True,False,False,False,False,True,False
1475,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,False,False,True,False,True,False,False
1476,320,480,Room Temperature,Regular,Winter,Buffet,Rural,High,40,0.08333333333333333,0.125,False,False,True,False,False,True,False
1477,280,350,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,False,False,True,False,False,True
1478,320,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,0.075,0.09375,False,False,True,False,False,True,False
1479,438,493,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,0.07099391480730223,0.07990867579908675,True,False,False,False,False,False,True
1480,412,478,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,38,0.0794979079497908,0.09223300970873786,False,False,False,True,False,True,False
1481,300,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.0875,0.11666666666666667,True,False,False,False,False,False,True
1482,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.08,0.1,True,False,False,False,False,False,True
1483,350,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,True,False,False,False,False,True,False
1484,300,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,0.075,0.1,False,False,True,False,False,False,False
1485,280,350,Refrigerated,Regular,Summer,Finger Food,Urban,Low,20,0.05714285714285714,0.07142857142857142,False,False,True,False,True,False,False
1486,320,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,0.075,0.09375,False,True,False,False,False,False,False
1487,367,420,Room Temperature,Regular,Winter,Buffet,Urban,Low,40,0.09523809523809523,0.10899182561307902,False,False,False,False,False,False,False
1488,220,300,Refrigerated,Occasional,Summer,Buffet,Suburban,Low,10,0.03333333333333333,0.045454545454545456,False,False,False,True,False,False,True
1489,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,0.07142857142857142,0.1,False,False,False,False,True,False,False
1490,320,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,0.0875,0.109375,True,False,False,False,False,True,False
1491,350,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,0.044444444444444446,0.05714285714285714,False,False,False,False,False,True,False
1492,320,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,False,False,False,True,False
1493,280,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,True,False
1494,220,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,True,False
1495,310,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,0.1,0.11290322580645161,True,False,False,False,False,True,False
1496,342,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,0.07160493827160494,0.0847953216374269,False,False,False,False,False,True,False
1497,350,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,0.044444444444444446,0.05714285714285714,True,False,False,False,False,True,False
1498,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,True,False,False,False,False,False,False
1499,400,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,0.08,0.1,False,False,True,False,False,False,True
1500,302,371,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,27,0.07277628032345014,0.08940397350993377,False,False,False,True,False,False,False
1501,220,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,True,False,True,False,False
1502,400,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,0.08,0.1,False,True,False,False,False,False,True
1503,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,False,True
1504,250,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,25,0.0625,0.1,False,False,True,False,True,False,False
1505,453,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,False,False,True,False,False,False,False
1506,208,282,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,True,False,False,False,True
1507,320,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,0.0625,0.078125,False,False,True,False,False,False,True
1508,292,470,Refrigerated,Occasional,Summer,Sit-down Dinner,Rural,High,50,0.10638297872340426,0.17123287671232876,False,True,False,False,False,False,True
1509,240,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,20,0.044444444444444446,0.08333333333333333,False,False,True,False,False,False,True
1510,220,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,False,True
1511,350,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,False,False,True,False,False,False,True
1512,220,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,False,True,False,False,True
1513,380,480,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,30,0.0625,0.07894736842105263,False,False,True,False,True,False,False
1514,320,400,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,25,0.0625,0.078125,False,False,False,False,False,False,False
1515,350,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,False,True,False,False,True,False,False
1516,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,False,False,False,True,True,False,False
1517,280,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,False,False
1518,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45,0.1,0.12857142857142856,False,True,False,False,True,False,False
1519,400,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,True,False,True,False,False
1520,320,400,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,25,0.0625,0.078125,False,True,False,False,True,False,False
1521,250,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,0.07142857142857142,0.1,False,False,True,False,False,False,True
1522,400,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,40,0.08,0.1,False,False,False,False,True,False,False
1523,280,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Low,25,0.07142857142857142,0.08928571428571429,False,True,False,False,True,False,False
1524,320,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,True,False,False,False,False,True
1525,320,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,0.075,0.09375,False,False,False,True,False,True,False
1526,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,True,False,False
1527,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,True,False,False,False,False,False
